id;time;subscriber;aprefix;destination;invoicegroup;prefix;pbx;direction;volumetimesecs;price;free;forward;servingnetwork;reason;billed;zone
935158186;06-03-2019 08:53;46840836386;Sweden;4416185574XX;Udland;United Kingdom;firebrand-;ip-pstn;420;1,04;no;0;;0;yes;Europa 1
935159194;06-03-2019 08:57;46840836388;Sweden;4641644322XX;Udland;Sweden;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden
935159815;06-03-2019 09:00;46840836386;Sweden;4416185574XX;Udland;United Kingdom;firebrand-;ip-pstn;780;1,76;no;0;;0;yes;Europa 1
935162651;06-03-2019 09:12;4569804979;Danmark Fastnet;45396910XX;Danmark;Danmark Fastnet;rackpeoplehq-;ip-pstn;60;0,1;no;0;;0;yes;Norden (DK)
935167316;06-03-2019 09:30;4569669636;Danmark Fastnet;45301118XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;300;2,05;no;0;;0;yes;Norden Mobil (DK)
935168643;06-03-2019 09:34;4569669632;Danmark Fastnet;45613904XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;0;0,05;no;0;;0;yes;Norden Mobil (DK)
935168949;06-03-2019 09:36;4569669632;Danmark Fastnet;45613904XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;0;0,05;no;0;;0;yes;Norden Mobil (DK)
935169432;06-03-2019 09:37;4569669633;Danmark Fastnet;45299916XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;0;0,05;no;0;;0;yes;Norden Mobil (DK)
935170152;06-03-2019 09:40;4578772916;Danmark Fastnet;45416004XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
935171556;06-03-2019 09:45;4570200645;Danmark 70 nummer;45307430XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;0;0,05;no;0;;0;yes;Norden Mobil (DK)
935172304;06-03-2019 09:48;4570200645;Danmark 70 nummer;45702144XX;Danmark 70 nummer;Danmark 70 nummer;rackpeoplehq-;ip-pstn;120;0,15;no;0;;0;yes;Norden (DK)
935172819;06-03-2019 09:50;4569804979;Danmark Fastnet;45396910XX;Danmark;Danmark Fastnet;rackpeoplehq-;ip-pstn;300;0,3;no;0;;0;yes;Norden (DK)
935174660;06-03-2019 09:56;4533456549;Danmark Fastnet;45204492XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;120;0,85;no;0;;0;yes;Norden Mobil (DK)
935177223;06-03-2019 10:05;46840308799;Sweden;467032169XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
935177487;06-03-2019 10:06;46840836388;Sweden;4462645488XX;Udland;United Kingdom;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Europa 1
935177569;06-03-2019 10:06;46840308799;Sweden;47986258XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
935177744;06-03-2019 10:07;4578772915;Danmark Fastnet;46845457XX;Udland;Sweden;firebrand-;ip-pstn;120;0,34;no;0;;0;yes;Norden
935178673;06-03-2019 10:10;46840836382;Sweden;468553245XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
935178748;06-03-2019 10:10;46840836384;Sweden;467221696XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;120;1,1;no;0;;0;yes;Norden Mobil
935178823;06-03-2019 10:10;4570200645;Danmark 70 nummer;45208884XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
935178868;06-03-2019 10:10;46840308799;Sweden;461967080XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
935178927;06-03-2019 10:11;46840836389;Sweden;46878690XX;Udland;Sweden;firebrand-;ip-pstn;180;0,41;no;0;;0;yes;Norden
935178932;06-03-2019 10:11;4578772919;Danmark Fastnet;45864257XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;180;0,2;no;0;;0;yes;Norden (DK)
935179651;06-03-2019 10:13;46840308799;Sweden;467026800XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;120;1,1;no;0;;0;yes;Norden Mobil
935179994;06-03-2019 10:14;46840836389;Sweden;467022953XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;180;1,55;no;0;;0;yes;Norden Mobil
935180068;06-03-2019 10:15;46840836382;Sweden;46847711XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
935180383;06-03-2019 10:16;46840836382;Sweden;46315591XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
935180927;06-03-2019 10:17;46840836382;Sweden;47464273XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
935180940;06-03-2019 10:17;46840308799;Sweden;47416883XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;120;1,1;no;0;;0;yes;Norden Mobil
935181008;06-03-2019 10:18;4570200645;Danmark 70 nummer;45724060XX;Danmark;Danmark Fastnet;rackpeoplehq-;ip-pstn;60;0,1;no;0;;0;yes;Norden (DK)
935181043;06-03-2019 10:18;4570200645;Danmark 70 nummer;45617779XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;180;1,25;no;0;;0;yes;Norden Mobil (DK)
935181673;06-03-2019 10:20;4570200645;Danmark 70 nummer;45602510XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;0;0,05;no;0;;0;yes;Norden Mobil (DK)
935182312;06-03-2019 10:22;46840308799;Sweden;467087000XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
935182338;06-03-2019 10:22;46840836388;Sweden;4451358562XX;Udland;United Kingdom;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Europa 1
935182718;06-03-2019 10:24;46840836388;Sweden;4451358562XX;Udland;United Kingdom;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Europa 1
935182755;06-03-2019 10:24;4578772916;Danmark Fastnet;45254548XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
935182926;06-03-2019 10:24;46840836384;Sweden;46570173XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
935183359;06-03-2019 10:26;46840836384;Sweden;467063000XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
935183354;06-03-2019 10:26;46840308799;Sweden;467079758XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
935183442;06-03-2019 10:26;46840836388;Sweden;46421680XX;Udland;Sweden;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden
935183683;06-03-2019 10:27;46840836384;Sweden;46370828XX;Udland;Sweden;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden
935183805;06-03-2019 10:27;46840836388;Sweden;4462645488XX;Udland;United Kingdom;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Europa 1
935184000;06-03-2019 10:28;46840308799;Sweden;467025008XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
935184376;06-03-2019 10:29;4569804965;Danmark Fastnet;45437116XX;Danmark;Danmark Fastnet;rackpeoplehq-;ip-pstn;300;0,3;no;0;;0;yes;Norden (DK)
935184927;06-03-2019 10:31;4578772918;Danmark Fastnet;45607201XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;840;5,65;no;0;;0;yes;Norden Mobil (DK)
935184981;06-03-2019 10:31;46840836388;Sweden;467608530XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;660;5,15;no;0;;0;yes;Norden Mobil
935185720;06-03-2019 10:34;4578772919;Danmark Fastnet;45821005XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;180;0,2;no;0;;0;yes;Norden (DK)
935187558;06-03-2019 10:40;46840836382;Sweden;461024054XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
935187894;06-03-2019 10:42;46840308799;Sweden;467035553XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
935188002;06-03-2019 10:42;4570200645;Danmark 70 nummer;45311424XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
935188512;06-03-2019 10:44;46840836382;Sweden;468527210XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
935189059;06-03-2019 10:45;46840836388;Sweden;467060712XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
935189148;06-03-2019 10:46;46840836382;Sweden;46879089XX;Udland;Sweden;firebrand-;ip-pstn;120;0,34;no;0;;0;yes;Norden
935189184;06-03-2019 10:46;46840308799;Sweden;46560708XX;Udland;Sweden;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden
935189717;06-03-2019 10:48;46840308799;Sweden;47995768XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;960;7,4;no;0;;0;yes;Norden Mobil
935189871;06-03-2019 10:48;46840836382;Sweden;46879065XX;Udland;Sweden;firebrand-;ip-pstn;240;0,48;no;0;;0;yes;Norden
935190187;06-03-2019 10:49;46840836388;Sweden;467607517XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
935191366;06-03-2019 10:53;4578772919;Danmark Fastnet;45604333XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
935191394;06-03-2019 10:53;4570200645;Danmark 70 nummer;45634525XX;Danmark;Danmark Fastnet;rackpeoplehq-;ip-pstn;60;0,1;no;0;;0;yes;Norden (DK)
935191651;06-03-2019 10:54;4578772919;Danmark Fastnet;45459705XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;120;0,15;no;0;;0;yes;Norden (DK)
935191751;06-03-2019 10:54;46840836388;Sweden;46164280XX;Udland;Sweden;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden
935191930;06-03-2019 10:55;46840836382;Sweden;467077989XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
935192145;06-03-2019 10:55;4578772918;Danmark Fastnet;45217067XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
935193389;06-03-2019 11:00;4578772914;Danmark Fastnet;467389852XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;120;1,1;no;0;;0;yes;Norden Mobil
935193791;06-03-2019 11:01;4578772919;Danmark Fastnet;45205565XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;0;0,05;no;0;;0;yes;Norden Mobil (DK)
935193846;06-03-2019 11:01;4578772919;Danmark Fastnet;45244462XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
935193940;06-03-2019 11:01;4578772919;Danmark Fastnet;45873444XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;120;0,15;no;0;;0;yes;Norden (DK)
935194037;06-03-2019 11:02;46840836388;Sweden;467661091XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
935194451;06-03-2019 11:03;46840836388;Sweden;467626367XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
935194970;06-03-2019 11:05;4578772918;Danmark Fastnet;45221583XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
935195065;06-03-2019 11:05;46840836388;Sweden;4460953330XX;Udland;United Kingdom;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Europa 1
935196093;06-03-2019 11:09;4570200645;Danmark 70 nummer;45702287XX;Danmark 70 nummer;Danmark 70 nummer;rackpeoplehq-;ip-pstn;240;0,25;no;0;;0;yes;Norden (DK)
935196336;06-03-2019 11:09;4578772918;Danmark Fastnet;45267961XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;600;4,05;no;0;;0;yes;Norden Mobil (DK)
