id;time;subscriber;aprefix;destination;invoicegroup;prefix;pbx;direction;volumetimesecs;price;free;forward;servingnetwork;reason;billed;zone
941678194;25-03-2019 12:15;4570200645;Danmark 70 nummer;45303821XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;2100;14,05;no;0;;0;yes;Norden Mobil (DK)
941678247;25-03-2019 12:16;4569804979;Danmark Fastnet;45708080XX;Danmark 70 nummer;Danmark 70 nummer;rackpeoplehq-;ip-pstn;300;0,3;no;0;;0;yes;Norden (DK)
941679431;25-03-2019 12:20;4569804979;Danmark Fastnet;45233011XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;120;0,85;no;0;;0;yes;Norden Mobil (DK)
941679487;25-03-2019 12:20;4578772913;Danmark Fastnet;45311031XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;300;2,05;no;0;;0;yes;Norden Mobil (DK)
941681662;25-03-2019 12:29;4533456549;Danmark Fastnet;45204492XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;180;1,25;no;0;;0;yes;Norden Mobil (DK)
941682276;25-03-2019 12:32;4578772915;Danmark Fastnet;45702698XX;Danmark 70 nummer;Danmark 70 nummer;firebrand-;ip-pstn;840;0,75;no;0;;0;yes;Norden (DK)
941684474;25-03-2019 12:40;4570200645;Danmark 70 nummer;45253928XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941688098;25-03-2019 12:53;46840304715;Sweden;467367712XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;660;5,15;no;0;;0;yes;Norden Mobil
941688351;25-03-2019 12:54;4578772919;Danmark Fastnet;45963060XX;Danmark;Denmark Fastnet;firebrand-;ip-pstn;60;0,1;no;0;;0;yes;Norden (DK)
941689101;25-03-2019 12:57;4578772919;Danmark Fastnet;45963060XX;Danmark;Denmark Fastnet;firebrand-;ip-pstn;120;0,15;no;0;;0;yes;Norden (DK)
941689690;25-03-2019 12:58;4570200645;Danmark 70 nummer;45253928XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941690265;25-03-2019 13:01;4570200645;Danmark 70 nummer;45918938XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;120;0,85;no;0;;0;yes;Norden Mobil (DK)
941691012;25-03-2019 13:03;4570200645;Danmark 70 nummer;45413042XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;1320;8,85;no;0;;0;yes;Norden Mobil (DK)
941693905;25-03-2019 13:13;4569804965;Danmark Fastnet;45435594XX;Danmark;Danmark Fastnet;rackpeoplehq-;ip-pstn;120;0,15;no;0;;0;yes;Norden (DK)
941697333;25-03-2019 13:24;4578772915;Danmark Fastnet;46207844XX;Udland;Sweden;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden
941697449;25-03-2019 13:25;4578772915;Danmark Fastnet;461075500XX;Udland;Sweden;firebrand-;ip-pstn;180;0,41;no;0;;0;yes;Norden
941698303;25-03-2019 13:28;4569804979;Danmark Fastnet;45396910XX;Danmark;Danmark Fastnet;rackpeoplehq-;ip-pstn;960;0,85;no;0;;0;yes;Norden (DK)
941698376;25-03-2019 13:28;46840308799;Sweden;46950277XX;Udland;Sweden;firebrand-;ip-pstn;240;0,48;no;0;;0;yes;Norden
941698902;25-03-2019 13:30;4578772918;Danmark Fastnet;45289600XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941699465;25-03-2019 13:32;46840308799;Sweden;467063181XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
941699636;25-03-2019 13:32;4578772918;Danmark Fastnet;45226994XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941700429;25-03-2019 13:35;4569804964;Danmark Fastnet;45301088XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;120;0,85;no;0;;0;yes;Norden Mobil (DK)
941700743;25-03-2019 13:36;4578772918;Danmark Fastnet;45251790XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;120;0,85;no;0;;0;yes;Norden Mobil (DK)
941700823;25-03-2019 13:36;46840308799;Sweden;461078862XX;Udland;Sweden;firebrand-;ip-pstn;120;0,34;no;0;;0;yes;Norden
941700901;25-03-2019 13:37;46840836388;Sweden;467203341XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
941701091;25-03-2019 13:37;46840836388;Sweden;467626367XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
941701336;25-03-2019 13:38;4578772919;Danmark Fastnet;45567865XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;0;0,05;no;0;;0;yes;Norden (DK)
941701388;25-03-2019 13:38;4578772919;Danmark Fastnet;45567865XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;0;0,05;no;0;;0;yes;Norden (DK)
941701943;25-03-2019 13:40;46840308799;Sweden;47915065XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;120;1,1;no;0;;0;yes;Norden Mobil
941702097;25-03-2019 13:41;4578772918;Danmark Fastnet;45939593XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;120;0,85;no;0;;0;yes;Norden Mobil (DK)
941702560;25-03-2019 13:42;46840836389;Sweden;467011337XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
941703209;25-03-2019 13:44;46840308799;Sweden;467055564XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
941703607;25-03-2019 13:46;4578772918;Danmark Fastnet;45403883XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;120;0,85;no;0;;0;yes;Norden Mobil (DK)
941703920;25-03-2019 13:47;46840308799;Sweden;461976422XX;Udland;Sweden;firebrand-;ip-pstn;120;0,34;no;0;;0;yes;Norden
941704749;25-03-2019 13:49;4570200645;Danmark 70 nummer;45204519XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;0;0,05;no;0;;0;yes;Norden Mobil (DK)
941704976;25-03-2019 13:50;4570200645;Danmark 70 nummer;45204519XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;120;0,85;no;0;;0;yes;Norden Mobil (DK)
941704989;25-03-2019 13:50;4578772913;Danmark Fastnet;45216327XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941705089;25-03-2019 13:50;46840836389;Sweden;461011477XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
941705391;25-03-2019 13:51;46840836389;Sweden;47930250XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
941705636;25-03-2019 13:52;4570200645;Danmark 70 nummer;45406188XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941705649;25-03-2019 13:52;4578772918;Danmark Fastnet;45401063XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;120;0,85;no;0;;0;yes;Norden Mobil (DK)
941705749;25-03-2019 13:52;4578772913;Danmark Fastnet;45413985XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;0;0,05;no;0;;0;yes;Norden Mobil (DK)
941705981;25-03-2019 13:53;46840836389;Sweden;461021915XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;120;1,1;no;0;;0;yes;Norden Mobil
941706005;25-03-2019 13:53;4578772913;Danmark Fastnet;45201020XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941706089;25-03-2019 13:54;46840308799;Sweden;47928513XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;120;1,1;no;0;;0;yes;Norden Mobil
941706372;25-03-2019 13:54;4578772913;Danmark Fastnet;45292927XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941707197;25-03-2019 13:57;4578772913;Danmark Fastnet;45417233XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941707221;25-03-2019 13:57;4578772922;Danmark Fastnet;45233046XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941707596;25-03-2019 13:59;46840308799;Sweden;461044800XX;Udland;Sweden;firebrand-;ip-pstn;120;0,34;no;0;;0;yes;Norden
941707862;25-03-2019 13:59;4569804979;Danmark Fastnet;45396910XX;Danmark;Danmark Fastnet;rackpeoplehq-;ip-pstn;240;0,25;no;0;;0;yes;Norden (DK)
941708611;25-03-2019 14:02;46840308799;Sweden;47981072XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
941708866;25-03-2019 14:03;4578772919;Danmark Fastnet;45308308XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941709015;25-03-2019 14:03;46840308799;Sweden;47467737XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
941709338;25-03-2019 14:04;4578772919;Danmark Fastnet;45715313XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941709676;25-03-2019 14:06;46840308799;Sweden;47400045XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
941709981;25-03-2019 14:07;4578772918;Danmark Fastnet;45234139XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941710226;25-03-2019 14:07;46840308799;Sweden;47414428XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;120;1,1;no;0;;0;yes;Norden Mobil
941710327;25-03-2019 14:08;4578772919;Danmark Fastnet;45272045XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;180;1,25;no;0;;0;yes;Norden Mobil (DK)
941710384;25-03-2019 14:08;4578772916;Danmark Fastnet;45251887XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941710746;25-03-2019 14:09;4578772918;Danmark Fastnet;45232600XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941710911;25-03-2019 14:10;4578772922;Danmark Fastnet;45448586XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;60;0,1;no;0;;0;yes;Norden (DK)
941710963;25-03-2019 14:10;4578772922;Danmark Fastnet;45924395XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941711058;25-03-2019 14:10;4578772913;Danmark Fastnet;45208927XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941711541;25-03-2019 14:12;46840308799;Sweden;47952290XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
941711590;25-03-2019 14:12;4578772918;Danmark Fastnet;45215981XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941712070;25-03-2019 14:14;46840308799;Sweden;47920526XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;120;1,1;no;0;;0;yes;Norden Mobil
941712157;25-03-2019 14:14;4578772919;Danmark Fastnet;45311756XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;900;6,05;no;0;;0;yes;Norden Mobil (DK)
941712732;25-03-2019 14:16;4578772916;Danmark Fastnet;45262226XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941712965;25-03-2019 14:17;46840308799;Sweden;47978744XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
941713210;25-03-2019 14:18;46840308799;Sweden;47741690XX;Udland;Norway;firebrand-;ip-pstn;120;0,34;no;0;;0;yes;Norden
941713863;25-03-2019 14:20;4533456544;Danmark Fastnet;4420754621XX;Udland;United Kingdom;rackpeoplehq-;ip-pstn;120;0,44;no;0;;0;yes;Europa 1
941714081;25-03-2019 14:20;46840308799;Sweden;47625512XX;Udland;Norway;firebrand-;ip-pstn;180;0,41;no;0;;0;yes;Norden
941714206;25-03-2019 14:21;4578772922;Danmark Fastnet;2993458XX;Udland;Greenland;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Øvrige Verden 3
941714743;25-03-2019 14:23;46840308799;Sweden;47370178XX;Udland;Norway;firebrand-;ip-pstn;120;0,34;no;0;;0;yes;Norden
941715457;25-03-2019 14:25;46840308799;Sweden;47701624XX;Udland;Norway;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
941715788;25-03-2019 14:26;46840308799;Sweden;47414347XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
941716268;25-03-2019 14:27;46840308799;Sweden;47957019XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;180;1,55;no;0;;0;yes;Norden Mobil
941716872;25-03-2019 14:29;4578772918;Danmark Fastnet;45612403XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941717565;25-03-2019 14:32;4578772918;Danmark Fastnet;45396929XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;180;0,2;no;0;;0;yes;Norden (DK)
941718282;25-03-2019 14:34;46840308799;Sweden;47995152XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
941718392;25-03-2019 14:34;4578772922;Danmark Fastnet;45205298XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;240;1,65;no;0;;0;yes;Norden Mobil (DK)
941718724;25-03-2019 14:35;4578772919;Danmark Fastnet;45724689XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;180;0,2;no;0;;0;yes;Norden (DK)
941718795;25-03-2019 14:36;4569804969;Danmark Fastnet;45401137XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;120;0,85;no;0;;0;yes;Norden Mobil (DK)
941718864;25-03-2019 14:36;46840308799;Sweden;47916310XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;120;1,1;no;0;;0;yes;Norden Mobil
941719200;25-03-2019 14:37;4569669632;Danmark Fastnet;45332663XX;Danmark;Danmark Fastnet;rackpeoplehq-;ip-pstn;120;0,15;no;0;;0;yes;Norden (DK)
941719446;25-03-2019 14:38;4578772918;Danmark Fastnet;45612420XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941719684;25-03-2019 14:39;4570200645;Danmark 70 nummer;45299971XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;240;1,65;no;0;;0;yes;Norden Mobil (DK)
941719687;25-03-2019 14:39;46840308799;Sweden;47404800XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
941719992;25-03-2019 14:40;4578772919;Danmark Fastnet;45336947XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;120;0,15;no;0;;0;yes;Norden (DK)
941720202;25-03-2019 14:41;46850926912;Sweden;46920603XX;Udland;Sweden;rackpeoplehq-;ip-pstn;60;0,27;no;0;;0;yes;Norden
941720231;25-03-2019 14:41;46840308799;Sweden;47717000XX;Udland;Norway;firebrand-;ip-pstn;180;0,41;no;0;;0;yes;Norden
941720264;25-03-2019 14:41;4578772918;Danmark Fastnet;45533959XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;0;0,05;no;0;;0;yes;Norden Mobil (DK)
941720402;25-03-2019 14:41;46850926912;Sweden;46920383XX;Udland;Sweden;rackpeoplehq-;ip-pstn;60;0,27;no;0;;0;yes;Norden
941720980;25-03-2019 14:43;46840836384;Sweden;46351770XX;Udland;Sweden;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden
941721394;25-03-2019 14:45;4578772916;Danmark Fastnet;45407456XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941721481;25-03-2019 14:45;46840836388;Sweden;49160949469XX;Udland Mobil;Germany-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Europa 1 Mobil
941721724;25-03-2019 14:46;46840836388;Sweden;467629575XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
941721893;25-03-2019 14:46;46840836388;Sweden;467332115XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
941721965;25-03-2019 14:47;4578772918;Danmark Fastnet;45292382XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941722128;25-03-2019 14:47;46840308799;Sweden;47934883XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
941722173;25-03-2019 14:47;46840836388;Sweden;467697855XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
941722313;25-03-2019 14:48;4569669632;Danmark Fastnet;45434303XX;Danmark;Danmark Fastnet;rackpeoplehq-;ip-pstn;420;0,4;no;0;;0;yes;Norden (DK)
941722612;25-03-2019 14:49;46840836388;Sweden;4683478XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
941722865;25-03-2019 14:50;46840308799;Sweden;47474637XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
941722954;25-03-2019 14:50;4578772918;Danmark Fastnet;45236536XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;120;0,85;no;0;;0;yes;Norden Mobil (DK)
941724736;25-03-2019 14:56;4570200645;Danmark 70 nummer;45408886XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941724827;25-03-2019 14:56;4578772918;Danmark Fastnet;45601323XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;180;1,25;no;0;;0;yes;Norden Mobil (DK)
941725188;25-03-2019 14:57;4569804979;Danmark Fastnet;45315010XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941725627;25-03-2019 14:59;46840836388;Sweden;4499495152XX;Udland;United Kingdom;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Europa 1
941726679;25-03-2019 15:02;4578772918;Danmark Fastnet;45229947XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;120;0,85;no;0;;0;yes;Norden Mobil (DK)
941727758;25-03-2019 15:06;4578772918;Danmark Fastnet;45513832XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941728217;25-03-2019 15:08;4578772919;Danmark Fastnet;45336947XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;60;0,1;no;0;;0;yes;Norden (DK)
941728464;25-03-2019 15:08;46840836388;Sweden;467042076XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
941728691;25-03-2019 15:09;4578772918;Danmark Fastnet;45981135XX;Danmark;Denmark Fastnet;firebrand-;ip-pstn;60;0,1;no;0;;0;yes;Norden (DK)
941728860;25-03-2019 15:10;4570200645;Danmark 70 nummer;45408886XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;420;2,85;no;0;;0;yes;Norden Mobil (DK)
941729014;25-03-2019 15:10;4578772919;Danmark Fastnet;45302094XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941729430;25-03-2019 15:12;4569669633;Danmark Fastnet;45299916XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;0;0,05;no;0;;0;yes;Norden Mobil (DK)
941729454;25-03-2019 15:12;4569669633;Danmark Fastnet;45299916XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941729499;25-03-2019 15:12;4578772919;Danmark Fastnet;45879253XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;60;0,1;no;0;;0;yes;Norden (DK)
941729761;25-03-2019 15:13;4578772918;Danmark Fastnet;45259069XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;300;2,05;no;0;;0;yes;Norden Mobil (DK)
941729864;25-03-2019 15:13;46840836388;Sweden;467674268XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
941730715;25-03-2019 15:16;4578772919;Danmark Fastnet;45279525XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;0;0,05;no;0;;0;yes;Norden Mobil (DK)
941732279;25-03-2019 15:21;4578772913;Danmark Fastnet;45512791XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941734255;25-03-2019 15:28;4578772913;Danmark Fastnet;45728264XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;0;0,05;no;0;;0;yes;Norden (DK)
941734547;25-03-2019 15:29;4578772918;Danmark Fastnet;45482086XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;360;0,35;no;0;;0;yes;Norden (DK)
941734588;25-03-2019 15:29;4578772916;Danmark Fastnet;45699181XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;120;0,15;no;0;;0;yes;Norden (DK)
941734878;25-03-2019 15:30;4578772922;Danmark Fastnet;45296863XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;180;1,25;no;0;;0;yes;Norden Mobil (DK)
941735716;25-03-2019 15:33;4578772919;Danmark Fastnet;45354626XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;120;0,15;no;0;;0;yes;Norden (DK)
941736649;25-03-2019 15:37;4578772918;Danmark Fastnet;45612403XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941737204;25-03-2019 15:39;4578772919;Danmark Fastnet;45715577XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;240;1,65;no;0;;0;yes;Norden Mobil (DK)
941738191;25-03-2019 15:42;46840836388;Sweden;467398114XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
941738246;25-03-2019 15:43;4578772918;Danmark Fastnet;45201253XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941738519;25-03-2019 15:43;46840836382;Sweden;468527210XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
941738822;25-03-2019 15:45;46840836388;Sweden;461407700XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
941739045;25-03-2019 15:45;4578772918;Danmark Fastnet;45568686XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;120;0,15;no;0;;0;yes;Norden (DK)
941739481;25-03-2019 15:47;46840836382;Sweden;461044750XX;Udland;Sweden;firebrand-;ip-pstn;120;0,34;no;0;;0;yes;Norden
941739940;25-03-2019 15:49;46840836382;Sweden;467022924XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
941740015;25-03-2019 15:49;46840836382;Sweden;461044752XX;Udland;Sweden;firebrand-;ip-pstn;120;0,34;no;0;;0;yes;Norden
941740304;25-03-2019 15:50;46840836387;Sweden;467367712XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
941740848;25-03-2019 15:52;46840836382;Sweden;468578836XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
941742003;25-03-2019 15:57;4578772919;Danmark Fastnet;45436322XX;Danmark;Danmark Fastnet;firebrand-proconsolution;ip-pstn;60;0,1;no;0;;0;yes;Norden (DK)
941742321;25-03-2019 15:58;4578772919;Danmark Fastnet;45481660XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;60;0,1;no;0;;0;yes;Norden (DK)
941742456;25-03-2019 15:59;4578772919;Danmark Fastnet;45459345XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;120;0,15;no;0;;0;yes;Norden (DK)
941742878;25-03-2019 16:01;4578772919;Danmark Fastnet;45631330XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;60;0,1;no;0;;0;yes;Norden (DK)
941743215;25-03-2019 16:02;4578772919;Danmark Fastnet;45285833XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
941744544;25-03-2019 16:09;46840836388;Sweden;467373653XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
941744642;25-03-2019 16:09;46840836388;Sweden;467373653XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
941745497;25-03-2019 16:14;46840836388;Sweden;467398114XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
941745555;25-03-2019 16:14;46840836388;Sweden;467626367XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
941745665;25-03-2019 16:15;46840836382;Sweden;469078650XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
941745693;25-03-2019 16:15;46840836387;Sweden;170293967XX;Udland;USA;firebrand-;ip-pstn;1680;1,88;no;0;;0;yes;Nordamerika
941746082;25-03-2019 16:17;46840836385;Sweden;467388021XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden Mobil
941746540;25-03-2019 16:19;46840836388;Sweden;467629575XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
941747716;25-03-2019 16:25;46840836388;Sweden;44502222534XX;Udland;United Kingdom;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Europa 1
941748499;25-03-2019 16:30;46840836389;Sweden;467391451XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;120;1,1;no;0;;0;yes;Norden Mobil
941748529;25-03-2019 16:30;46840836388;Sweden;4460953330XX;Udland;United Kingdom;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Europa 1
941748600;25-03-2019 16:31;46840836388;Sweden;467061415XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
